query_id,user_id,query_text,category,use_case,budget_min,budget_max,preferred_brand,primary_preference,pref_performance,pref_battery,pref_portability,pref_display,pref_camera,pref_audio,pref_gaming,pref_office,pref_connectivity,pref_quality,pref_sustainability,query_time,split
Q000096,U00578,预算10200元，主要用于轻度游戏，希望续航持久，帮我推荐笔记本电脑,笔记本电脑,轻度游戏,6299,10200,澄光,battery,0.17765,0.24835,0.03485,0.15507,0.0138,0.0138,0.20911,0.03693,0.0138,0.08283,0.0138,2026-03-16T17:00:00+10:00,train
Q000097,U02495,预算2700元，主要用于差旅通勤，希望轻便易携带，帮我推荐头戴耳机,头戴耳机,差旅通勤,1999,2700,森屿,portability,0.01449,0.21356,0.44567,0.01449,0.01449,0.02015,0.01449,0.01449,0.14022,0.09345,0.01449,2026-03-16T17:24:00+10:00,train
Q000098,U01958,想买一款笔记本电脑，平时内容创作，预算不超过10300元，比较看重游戏体验稳定,笔记本电脑,内容创作,5999,10300,云驰,gaming,0.19989,0.02764,0.03344,0.18155,0.11929,0.01403,0.25614,0.03819,0.01403,0.10175,0.01403,2026-03-16T17:57:00+10:00,train
Q000099,U01889,请推荐适合影音娱乐的笔记本电脑，预算6400元左右，优先考虑性能流畅,笔记本电脑,影音娱乐,4499,6400,岚川,performance,0.33157,0.14489,0.03241,0.2023,0.01425,0.1745,0.02561,0.03173,0.01425,0.01425,0.01425,2026-03-16T18:19:00+10:00,train
Q000100,U00946,预算6100元，主要用于差旅通勤，希望屏幕素质好，帮我推荐笔记本电脑,笔记本电脑,差旅通勤,3499,6100,云驰,display,0.02129,0.20597,0.21514,0.24855,0.01429,0.01429,0.02482,0.03417,0.12146,0.08574,0.01429,2026-03-16T18:50:00+10:00,train
Q000101,U01737,想买一款笔记本电脑，平时内容创作，预算不超过11900元，比较看重游戏体验稳定,笔记本电脑,内容创作,7499,11900,星云,gaming,0.20598,0.02585,0.02613,0.18468,0.12257,0.01442,0.25045,0.03654,0.01442,0.10455,0.01442,2026-03-16T19:30:00+10:00,train
Q000102,U00929,请推荐适合学习办公的智能手机，预算3300元左右，优先考虑拍照清晰,智能手机,学习办公,2399,3300,澄光,camera,0.03118,0.17363,0.15954,0.11052,0.24615,0.01417,0.01417,0.19125,0.03106,0.01417,0.01417,2026-03-16T19:42:00+10:00,train
Q000103,U00328,想买一款头戴耳机，平时影音娱乐，预算不超过3200元，比较看重音质和降噪好,头戴耳机,影音娱乐,2199,3200,森屿,audio,0.0863,0.14796,0.03416,0.19417,0.01438,0.40828,0.01438,0.01438,0.03228,0.03932,0.01438,2026-03-16T20:19:00+10:00,train
Q000104,U01390,请推荐适合编程开发的头戴耳机，预算600元左右，优先考虑品质可靠,头戴耳机,编程开发,399,600,矩阵,quality,0.1995,0.11787,0.02066,0.12561,0.01478,0.02334,0.01478,0.18103,0.03143,0.25621,0.01478,2026-03-16T20:50:00+10:00,train
Q000105,U00146,想买一款智能手机，平时影音娱乐，预算不超过5500元，比较看重性能流畅,智能手机,影音娱乐,4099,5500,岚川,performance,0.3302,0.13319,0.02433,0.21896,0.02301,0.17804,0.01453,0.01453,0.03415,0.01453,0.01453,2026-03-16T21:25:00+10:00,train
Q000106,U01272,想买一款智能手机，平时轻度游戏，预算不超过4300元，比较看重轻便易携带,智能手机,轻度游戏,3199,4300,星云,portability,0.18656,0.03776,0.25388,0.14252,0.02926,0.01397,0.18866,0.01397,0.03559,0.08385,0.01397,2026-03-16T21:44:00+10:00,train
Q000107,U02215,预算1700元，主要用于差旅通勤，希望续航持久，帮我推荐头戴耳机,头戴耳机,差旅通勤,1099,1700,澄光,battery,0.01423,0.42919,0.21245,0.01423,0.01423,0.0405,0.01423,0.01423,0.13987,0.09263,0.01423,2026-03-16T22:27:00+10:00,train
Q000108,U02223,请推荐适合内容创作的笔记本电脑，预算11100元左右，优先考虑游戏体验稳定,笔记本电脑,内容创作,7599,11100,岚川,gaming,0.20794,0.03512,0.0201,0.18689,0.11757,0.01383,0.25408,0.03653,0.01383,0.10028,0.01383,2026-03-16T22:56:00+10:00,train
Q000109,U02262,预算1500元，主要用于内容创作，希望音质和降噪好，帮我推荐头戴耳机,头戴耳机,内容创作,1099,1500,云驰,audio,0.19536,0.02584,0.02246,0.17727,0.123,0.25296,0.01447,0.01447,0.03272,0.12697,0.01447,2026-03-16T23:14:00+10:00,train
Q000110,U00729,请推荐适合编程开发的智能手机，预算5600元左右，优先考虑拍照清晰,智能手机,编程开发,3899,5600,矩阵,camera,0.21623,0.11393,0.02462,0.13272,0.24503,0.01428,0.01428,0.17495,0.0354,0.01428,0.01428,2026-03-16T23:43:00+10:00,train
Q000111,U02172,2900元以内的平板电脑，学习办公用，要求轻便易携带,平板电脑,学习办公,1599,2900,星云,portability,0.02088,0.17837,0.37276,0.11075,0.01439,0.03332,0.01439,0.21196,0.01439,0.01439,0.01439,2026-03-17T00:14:00+10:00,train
Q000112,U00427,6400元以内的智能手机，差旅通勤用，要求性能流畅,智能手机,差旅通勤,3899,6400,岚川,performance,0.25055,0.20259,0.205,0.0391,0.02745,0.01375,0.01375,0.01375,0.13781,0.0825,0.01375,2026-03-17T00:57:00+10:00,train
Q000113,U01375,1700元以内的键鼠套装，影音娱乐用，要求品质可靠,键鼠套装,影音娱乐,1199,1700,澄光,quality,0.08713,0.12344,0.02731,0.19605,0.01452,0.1779,0.02678,0.04015,0.02723,0.26495,0.01452,2026-03-17T01:28:00+10:00,train
Q000114,U02029,7300元以内的智能手机，差旅通勤用，要求续航持久,智能手机,差旅通勤,4399,7300,星云,battery,0.02076,0.43711,0.20037,0.03321,0.02926,0.0144,0.0144,0.0144,0.13533,0.08638,0.0144,2026-03-17T01:44:00+10:00,train
Q000115,U01092,想买一款笔记本电脑，平时编程开发，预算不超过10200元，比较看重办公效率高,笔记本电脑,编程开发,6299,10200,云驰,office,0.20051,0.10902,0.03616,0.1365,0.01409,0.01409,0.02968,0.41766,0.01409,0.01409,0.01409,2026-03-17T02:10:00+10:00,train
Q000116,U00014,想买一款智能手机，平时差旅通勤，预算不超过4400元，比较看重性能流畅,智能手机,差旅通勤,3399,4400,矩阵,performance,0.25432,0.2033,0.20585,0.02512,0.02248,0.01422,0.01422,0.01422,0.14678,0.0853,0.01422,2026-03-17T02:46:00+10:00,train
Q000117,U02367,预算8500元，主要用于差旅通勤，希望屏幕素质好，帮我推荐笔记本电脑,笔记本电脑,差旅通勤,4799,8500,森屿,display,0.03887,0.20006,0.20429,0.24939,0.01389,0.01389,0.02699,0.0374,0.11802,0.08331,0.01389,2026-03-17T03:21:00+10:00,train
Q000118,U00268,预算9200元，主要用于差旅通勤，希望性能流畅，帮我推荐笔记本电脑,笔记本电脑,差旅通勤,6999,9200,玄甲,performance,0.25308,0.19306,0.20838,0.03692,0.01436,0.01436,0.0359,0.0213,0.12208,0.08618,0.01436,2026-03-17T03:47:00+10:00,train
Q000119,U00935,想买一款键鼠套装，平时影音娱乐，预算不超过1400元，比较看重轻便易携带,键鼠套装,影音娱乐,999,1400,矩阵,portability,0.08598,0.12181,0.25188,0.19346,0.01433,0.17555,0.03311,0.03846,0.03829,0.0328,0.01433,2026-03-17T04:30:00+10:00,train
Q000120,U01209,想买一款智能手机，平时内容创作，预算不超过8000元，比较看重性能流畅,智能手机,内容创作,5599,8000,极昼,performance,0.42695,0.03782,0.0243,0.1803,0.13416,0.01395,0.01395,0.01395,0.03957,0.10112,0.01395,2026-03-17T04:59:00+10:00,train
Q000121,U00260,4700元以内的智能手机，轻度游戏用，要求轻便易携带,智能手机,轻度游戏,3299,4700,云驰,portability,0.18835,0.03938,0.24598,0.15646,0.02112,0.01398,0.18866,0.01398,0.03426,0.08385,0.01398,2026-03-17T05:28:00+10:00,train
Q000122,U01694,1300元以内的头戴耳机，内容创作用，要求品质可靠,头戴耳机,内容创作,999,1300,森屿,quality,0.19049,0.03207,0.03337,0.17285,0.11994,0.03698,0.01411,0.01411,0.03593,0.33605,0.01411,2026-03-17T05:59:00+10:00,train
Q000123,U02470,请推荐适合编程开发的头戴耳机，预算800元左右，优先考虑音质和降噪好,头戴耳机,编程开发,499,800,岚川,audio,0.19423,0.12791,0.01994,0.12229,0.01439,0.26074,0.01439,0.17624,0.03185,0.02364,0.01439,2026-03-17T06:28:00+10:00,train
Q000124,U00808,请推荐适合学习办公的智能手机，预算6900元左右，优先考虑轻便易携带,智能手机,学习办公,5199,6900,玄甲,portability,0.03476,0.17211,0.36812,0.11421,0.02928,0.01408,0.01408,0.19011,0.03509,0.01408,0.01408,2026-03-17T06:49:00+10:00,train
Q000125,U02146,预算6900元，主要用于影音娱乐，希望续航持久，帮我推荐笔记本电脑,笔记本电脑,影音娱乐,5299,6900,玄甲,battery,0.10283,0.35956,0.03909,0.20523,0.01395,0.17094,0.0336,0.03293,0.01395,0.01395,0.01395,2026-03-17T07:29:00+10:00,train
Q000126,U01787,预算3300元，主要用于影音娱乐，希望品质可靠，帮我推荐头戴耳机,头戴耳机,影音娱乐,2299,3300,矩阵,quality,0.08919,0.1334,0.03674,0.20067,0.01486,0.19245,0.01486,0.01486,0.03246,0.25564,0.01486,2026-03-17T07:58:00+10:00,train
Q000127,U02466,想买一款笔记本电脑，平时编程开发，预算不超过10800元，比较看重轻便易携带,笔记本电脑,编程开发,6899,10800,岚川,portability,0.21272,0.10716,0.25256,0.12852,0.01384,0.01384,0.03919,0.19067,0.01384,0.01384,0.01384,2026-03-17T08:17:00+10:00,train
Q000128,U01458,11500元以内的笔记本电脑，内容创作用，要求游戏体验稳定,笔记本电脑,内容创作,7699,11500,澄光,gaming,0.21004,0.0397,0.02726,0.17679,0.1174,0.01381,0.25355,0.03371,0.01381,0.10013,0.01381,2026-03-17T08:52:00+10:00,train
Q000129,U01538,想买一款显示器，平时影音娱乐，预算不超过1300元，比较看重游戏体验稳定,显示器,影音娱乐,899,1300,云驰,gaming,0.08676,0.12291,0.01446,0.20726,0.01446,0.17714,0.2646,0.02981,0.0385,0.02964,0.01446,2026-03-17T09:22:00+10:00,train
Q000130,U01384,想买一款智能手机，平时学习办公，预算不超过5800元，比较看重屏幕素质好,智能手机,学习办公,3899,5800,玄甲,display,0.03379,0.17397,0.14177,0.34161,0.03479,0.01385,0.01385,0.18698,0.03169,0.01385,0.01385,2026-03-17T09:48:00+10:00,train
Q000131,U01328,预算6400元，主要用于内容创作，希望连接稳定，帮我推荐智能手机,智能手机,内容创作,3599,6400,森屿,connectivity,0.20474,0.02772,0.0243,0.19884,0.13197,0.01435,0.01435,0.01435,0.25101,0.10402,0.01435,2026-03-17T10:28:00+10:00,train
Q000132,U01317,8500元以内的笔记本电脑，差旅通勤用，要求屏幕素质好,笔记本电脑,差旅通勤,6399,8500,星云,display,0.02937,0.19853,0.20101,0.26478,0.01433,0.01433,0.02564,0.02983,0.12183,0.086,0.01433,2026-03-17T10:50:00+10:00,train
Q000133,U00722,4500元以内的显示器，影音娱乐用，要求游戏体验稳定,显示器,影音娱乐,3199,4500,矩阵,gaming,0.08563,0.12131,0.01427,0.21772,0.01427,0.17483,0.25484,0.03299,0.04017,0.02968,0.01427,2026-03-17T11:10:00+10:00,train
Q000134,U02184,预算2300元，主要用于编程开发，希望游戏体验稳定，帮我推荐显示器,显示器,编程开发,1299,2300,玄甲,gaming,0.19614,0.10533,0.01453,0.13765,0.01453,0.01453,0.25671,0.19145,0.02393,0.03067,0.01453,2026-03-17T11:44:00+10:00,train
Q000135,U01266,想买一款键鼠套装，平时影音娱乐，预算不超过400元，比较看重品质可靠,键鼠套装,影音娱乐,299,400,岚川,quality,0.08884,0.12585,0.02387,0.19989,0.01481,0.18138,0.04,0.02571,0.02137,0.26348,0.01481,2026-03-17T12:20:00+10:00,train
Q000136,U02376,1200元以内的头戴耳机，学习办公用，要求品质可靠,头戴耳机,学习办公,699,1200,云驰,quality,0.01441,0.1675,0.15966,0.10446,0.01441,0.03462,0.01441,0.19451,0.02896,0.25268,0.01441,2026-03-17T12:58:00+10:00,train
Q000137,U02218,预算3000元，主要用于内容创作，希望游戏体验稳定，帮我推荐显示器,显示器,内容创作,2199,3000,岚川,gaming,0.19527,0.01446,0.01446,0.1948,0.12295,0.01446,0.24898,0.02595,0.02484,0.12936,0.01446,2026-03-17T13:11:00+10:00,train
Q000138,U00264,预算4400元，主要用于学习办公，希望连接稳定，帮我推荐显示器,显示器,学习办公,3099,4400,星云,connectivity,0.01408,0.15491,0.13731,0.12147,0.01408,0.01408,0.02921,0.21561,0.24623,0.03891,0.01408,2026-03-17T13:44:00+10:00,train
Q000139,U02030,10800元以内的笔记本电脑，学习办公用，要求办公效率高,笔记本电脑,学习办公,6499,10800,矩阵,office,0.02221,0.17602,0.1545,0.11106,0.01446,0.01446,0.02238,0.44153,0.01446,0.01446,0.01446,2026-03-17T14:29:00+10:00,train
Q000140,U00147,请推荐适合差旅通勤的笔记本电脑，预算6700元左右，优先考虑性能流畅,笔记本电脑,差旅通勤,4199,6700,矩阵,performance,0.25589,0.20466,0.20883,0.02182,0.01436,0.01436,0.03133,0.02624,0.12203,0.08614,0.01436,2026-03-17T14:54:00+10:00,train
Q000141,U00561,预算1900元，主要用于差旅通勤，希望屏幕素质好，帮我推荐显示器,显示器,差旅通勤,1099,1900,岚川,display,0.01449,0.1865,0.19555,0.25607,0.01449,0.01449,0.03668,0.02549,0.14465,0.09712,0.01449,2026-03-17T15:28:00+10:00,train
Q000142,U01585,预算8600元，主要用于内容创作，希望续航持久，帮我推荐智能手机,智能手机,内容创作,5799,8600,矩阵,battery,0.21624,0.25165,0.02669,0.18614,0.13073,0.0146,0.0146,0.0146,0.02435,0.10582,0.0146,2026-03-17T15:45:00+10:00,train
Q000143,U00833,7000元以内的智能手机，学习办公用，要求性能流畅,智能手机,学习办公,4499,7000,森屿,performance,0.24962,0.1666,0.15641,0.11269,0.03057,0.01419,0.01419,0.19157,0.03578,0.01419,0.01419,2026-03-17T16:27:00+10:00,train
Q000144,U01129,请推荐适合编程开发的显示器，预算5300元左右，优先考虑品质可靠,显示器,编程开发,3199,5300,森屿,quality,0.19055,0.10233,0.01411,0.13806,0.01411,0.01411,0.0344,0.19003,0.0389,0.24927,0.01411,2026-03-17T16:57:00+10:00,train
Q000145,U01350,想买一款笔记本电脑，平时轻度游戏，预算不超过9400元，比较看重续航持久,笔记本电脑,轻度游戏,6499,9400,澄光,battery,0.18065,0.24973,0.03115,0.1479,0.01422,0.01422,0.21288,0.03549,0.01422,0.08532,0.01422,2026-03-17T17:24:00+10:00,train
Q000146,U00851,请推荐适合学习办公的平板电脑，预算5600元左右，优先考虑轻便易携带,平板电脑,学习办公,3199,5600,岚川,portability,0.03557,0.16522,0.37067,0.11461,0.014,0.02963,0.014,0.21431,0.014,0.014,0.014,2026-03-17T17:43:00+10:00,train
Q000147,U02176,想买一款显示器，平时学习办公，预算不超过4100元，比较看重办公效率高,显示器,学习办公,2699,4100,矩阵,office,0.01409,0.15494,0.13733,0.11261,0.01409,0.01409,0.03379,0.43252,0.03915,0.03331,0.01409,2026-03-17T18:17:00+10:00,train
Q000148,U00933,9900元以内的笔记本电脑，差旅通勤用，要求续航持久,笔记本电脑,差旅通勤,5999,9900,极昼,battery,0.04021,0.42811,0.21242,0.02098,0.01437,0.01437,0.02223,0.02451,0.12218,0.08624,0.01437,2026-03-17T18:42:00+10:00,train
Q000149,U01474,预算3500元，主要用于内容创作，希望拍照清晰，帮我推荐智能手机,智能手机,内容创作,1999,3500,极昼,camera,0.20575,0.01967,0.03761,0.18855,0.35529,0.0138,0.0138,0.0138,0.03786,0.10007,0.0138,2026-03-17T19:26:00+10:00,train
Q000150,U02141,3200元以内的显示器，轻度游戏用，要求连接稳定,显示器,轻度游戏,1999,3200,岚川,connectivity,0.17562,0.01434,0.01434,0.14941,0.01434,0.01434,0.20833,0.02453,0.26,0.11042,0.01434,2026-03-17T19:42:00+10:00,train
Q000151,U01045,2300元以内的智能手机，编程开发用，要求拍照清晰,智能手机,编程开发,1599,2300,云驰,camera,0.19915,0.11556,0.03473,0.14402,0.24787,0.01416,0.01416,0.17346,0.02857,0.01416,0.01416,2026-03-17T20:26:00+10:00,train
Q000152,U00485,预算3200元，主要用于学习办公，希望办公效率高，帮我推荐平板电脑,平板电脑,学习办公,2299,3200,星云,office,0.03257,0.16411,0.1469,0.12785,0.01419,0.03033,0.01419,0.42727,0.01419,0.01419,0.01419,2026-03-17T20:44:00+10:00,train
Q000153,U00432,请推荐适合影音娱乐的键鼠套装，预算1900元左右，优先考虑游戏体验稳定,键鼠套装,影音娱乐,1299,1900,极昼,gaming,0.08655,0.12261,0.03223,0.19473,0.01442,0.1767,0.25882,0.03117,0.03698,0.03136,0.01442,2026-03-17T21:24:00+10:00,train
Q000154,U01675,预算9000元，主要用于差旅通勤，希望办公效率高，帮我推荐笔记本电脑,笔记本电脑,差旅通勤,4999,9000,岚川,office,0.03651,0.194,0.21629,0.01992,0.01413,0.01413,0.02918,0.25683,0.1201,0.08478,0.01413,2026-03-17T21:52:00+10:00,train
Q000155,U02420,请推荐适合影音娱乐的智能手机，预算6100元左右，优先考虑轻便易携带,智能手机,影音娱乐,4599,6100,云驰,portability,0.09946,0.1369,0.25885,0.21536,0.0232,0.1785,0.01457,0.01457,0.02943,0.01457,0.01457,2026-03-17T22:20:00+10:00,train
Q000156,U01624,6100元以内的笔记本电脑，轻度游戏用，要求屏幕素质好,笔记本电脑,轻度游戏,4199,6100,云驰,display,0.19102,0.0388,0.03069,0.37257,0.01399,0.01399,0.20515,0.02187,0.01399,0.08394,0.01399,2026-03-17T22:54:00+10:00,train
Q000157,U01905,预算2900元，主要用于内容创作，希望屏幕素质好，帮我推荐显示器,显示器,内容创作,2099,2900,澄光,display,0.19322,0.01431,0.01431,0.41361,0.12166,0.01431,0.03649,0.02279,0.02938,0.1256,0.01431,2026-03-17T23:26:00+10:00,train
Q000158,U01312,1900元以内的平板电脑，影音娱乐用，要求屏幕素质好,平板电脑,影音娱乐,1199,1900,岚川,display,0.09524,0.14448,0.02206,0.43831,0.01463,0.1944,0.01463,0.03235,0.01463,0.01463,0.01463,2026-03-17T23:57:00+10:00,train
Q000159,U01492,预算2700元，主要用于影音娱乐，希望续航持久，帮我推荐头戴耳机,头戴耳机,影音娱乐,1999,2700,星云,battery,0.08744,0.37051,0.02684,0.19673,0.01457,0.19687,0.01457,0.01457,0.02752,0.03581,0.01457,2026-03-18T00:13:00+10:00,train
Q000160,U00819,想买一款头戴耳机，平时学习办公，预算不超过2000元，比较看重品质可靠,头戴耳机,学习办公,1299,2000,云驰,quality,0.01469,0.1682,0.15198,0.10647,0.01469,0.02477,0.01469,0.19825,0.03725,0.25434,0.01469,2026-03-18T00:47:00+10:00,train
Q000161,U01995,请推荐适合影音娱乐的平板电脑，预算4800元左右，优先考虑续航持久,平板电脑,影音娱乐,3299,4800,云驰,battery,0.10265,0.35564,0.02542,0.22051,0.01445,0.19345,0.01445,0.0301,0.01445,0.01445,0.01445,2026-03-18T01:26:00+10:00,train
Q000162,U01398,想买一款智能手机，平时学习办公，预算不超过3700元，比较看重拍照清晰,智能手机,学习办公,2699,3700,云驰,camera,0.02507,0.16699,0.14935,0.12643,0.25296,0.01435,0.01435,0.19367,0.02815,0.01435,0.01435,2026-03-18T01:40:00+10:00,train
Q000163,U01904,预算1500元，主要用于轻度游戏，希望轻便易携带，帮我推荐头戴耳机,头戴耳机,轻度游戏,999,1500,极昼,portability,0.17362,0.02583,0.25187,0.13819,0.01417,0.03785,0.19133,0.01417,0.02939,0.10941,0.01417,2026-03-18T02:17:00+10:00,train
